Kelime,Anlam No,Anlam,Örnek Cümle
at,1,hayvan (at),Atlarla doğal parkurlarda at binmek benzersiz bir deneyimdir.
at,1,hayvan (at),Profesyonel yarışçılar at binme tekniklerini sürekli geliştirirler.
at,1,hayvan (at),"Ata binmek, beden ve zihin koordinasyonunu güçlendirir."
at,1,hayvan (at),"Buralarda tek yapabileceğin şey, ata binmek."
at,1,hayvan (at),Bu ata binmek kadar kolay değil.
at,1,hayvan (at),Hayalinizde sahilde ata binmek mi var?
at,1,hayvan (at),Maui’de ata binmek için en iyi yer!
at,2,fırlatmak (topu atmak),Ali topu uzağa attı.
at,2,fırlatmak (topu atmak),Çocuk topu arkadaşına doğru attı.
at,2,fırlatmak (topu atmak),Futbolcu penaltı noktasından topu kaleye attı.
at,2,fırlatmak (topu atmak),Kaleci topu uzaklaştırmak için tüm gücüyle attı.
at,2,fırlatmak (topu atmak),Smaçör topu rakip potaya sertçe attı.
at,2,fırlatmak (topu atmak),Defans oyuncusu ceza sahasında topu havaya attı.
at,2,fırlatmak (topu atmak),Antrenör topu oyuncusuna attı.
at,2,fırlatmak (topu atmak),Öğrenci okul bahçesinde topu arkadaşına attı.
at,2,fırlatmak (topu atmak),Çocuk sahada topu duvara attı.
at,2,fırlatmak (topu atmak),Basketbolcu üç sayı çizgisinden topu potaya attı.
at,2,fırlatmak (topu atmak),Voleybolcu smaç öncesi topu zamanında attı.
at,2,fırlatmak (topu atmak),Tecrübeli sporcu topu çatıya attı.
at,2,fırlatmak (topu atmak),Küçük çocuk topu bahçenin öbür tarafına attı.
at,2,fırlatmak (topu atmak),Kadın sporcu topu dışarı çizginin ötesine attı.
at,2,fırlatmak (topu atmak),Genç yetenek topu hızla rakip sahaya attı.
at,2,fırlatmak (topu atmak),Antrenman sırasında topu kalenin üst direğine attı.
at,2,fırlatmak (topu atmak),Oyuncu pas olarak topu kaleciye attı.
at,2,fırlatmak (topu atmak),Arkadaşım topu çöp kutusuna attı.
at,2,fırlatmak (topu atmak),Oğlum topu pencereye doğru attı.
at,2,fırlatmak (topu atmak),Kardeşim topu pencereden dışarı attı.
at,2,fırlatmak (topu atmak),Takım kaptanı topu sahanın ortasına attı.
at,2,fırlatmak (topu atmak),Öğretmen topu silgi kutusuna attı.
at,2,fırlatmak (topu atmak),Futbolcu topu kale direğinin dibine attı.
at,2,fırlatmak (topu atmak),Coşkulu taraftar topu sahaya attı.
at,2,fırlatmak (topu atmak),Minik kız topu oyuncak kutusuna attı.
at,2,fırlatmak (topu atmak),Sporcu topu ağlarla buluşturmak için sertçe attı.
at,2,fırlatmak (topu atmak),Çocuk topu sulama kanalına attı.
at,2,fırlatmak (topu atmak),Adam topu denize attı.
at,2,fırlatmak (topu atmak),Oyuncu ceza sahasında topu arkadaşına attı.
at,2,fırlatmak (topu atmak),Tribünlerden biri topu sahaya attı.
at,2,fırlatmak (topu atmak),Abi topu çöp kutusunun içine attı.
at,2,fırlatmak (topu atmak),Öğretmen sınıfta topu minderin üzerine attı.
at,2,fırlatmak (topu atmak),Hakem topu başlamak için sahaya attı.
at,2,fırlatmak (topu atmak),Babam topu parkın içine attı.
at,2,fırlatmak (topu atmak),Kız kardeşim topu basket potasının içinden attı.
at,2,fırlatmak (topu atmak),Spor salonunda topu duvara attı.
at,2,fırlatmak (topu atmak),Arkadaşım topu sınır çizgisi dışına attı.
at,2,fırlatmak (topu atmak),Oyuncu uzaktan şutla topu filelere attı.
at,2,fırlatmak (topu atmak),Kaptan topu penaltı noktasının gerisine attı.
at,2,fırlatmak (topu atmak),Çocuk topu çatıdan aşağı attı.
at,2,fırlatmak (topu atmak),Torunum topu kucağıma attı.
at,2,fırlatmak (topu atmak),Oyun sırasında topu seyirciye attı.
at,2,fırlatmak (topu atmak),Hoca topu kale direğinin üstüne attı.
at,2,fırlatmak (topu atmak),Antrenör topu saha kenarındaki çimlere attı.
at,2,fırlatmak (topu atmak),Oyuncu topu hakeme doğru attı.
at,2,fırlatmak (topu atmak),Minikler topu kaleye doğru attı.
at,2,fırlatmak (topu atmak),Saha görevlisi topu çitlerin üzerinden attı.
at,2,fırlatmak (topu atmak),Antrenör topu hızlı bir pasla arkadaşına attı.
at,2,fırlatmak (topu atmak),Yıldız futbolcu maçta topu rakip defansa attı.
at,2,fırlatmak (topu atmak),Genç forvet topla buluşup topu filelerin dip köşesine attı.
gül,1,çiçek türü (gül çiçeği),Bahçedeki kırmızı gülün kokusu harikaydı.
gül,1,çiçek türü (gül çiçeği),Sabah çiğiyle ıslanmış gülleri suladım.
gül,1,çiçek türü (gül çiçeği),Anneme hediye olarak bir gül verdim.
gül,1,çiçek türü (gül çiçeği),Balkonumda beyaz gül fidanları büyüyor.
gül,1,çiçek türü (gül çiçeği),Romantik bir akşam için sarı güller hazırladım.
gül,1,çiçek türü (gül çiçeği),Pembe güller masanın ortasında duruyordu.
gül,1,çiçek türü (gül çiçeği),Gül yapraklarını dikkatlice topladılar.
gül,1,çiçek türü (gül çiçeği),Gül çiçeğini kesip vazoya yerleştirdim.
gül,1,çiçek türü (gül çiçeği),Gül bahçesinin ortasında oturdum.
gül,1,çiçek türü (gül çiçeği),Bahçıvan gülleri budamak için makas aldı.
gül,1,çiçek türü (gül çiçeği),Yeni açan gül tomurcukları göz alıcıydı.
gül,1,çiçek türü (gül çiçeği),Seradaki nadir gül türleri sergileniyordu.
gül,1,çiçek türü (gül çiçeği),Sokak boyunca güller sıralanmıştı.
gül,1,çiçek türü (gül çiçeği),Gül kokusunu derin bir nefesle içine çektim.
gül,1,çiçek türü (gül çiçeği),Gül tarlasında fotoğraf çektirdiler.
gül,1,çiçek türü (gül çiçeği),Raflardaki yapay güller gerçeğine çok benziyordu.
gül,1,çiçek türü (gül çiçeği),Dış kapının yanındaki gül çalılığı büyüdü.
gül,1,çiçek türü (gül çiçeği),Antika vazoda kırmızı bir gül duruyordu.
gül,1,çiçek türü (gül çiçeği),Sokaktaki gül ağacı çiçeklenmeye başladı.
gül,1,çiçek türü (gül çiçeği),Gül reçeli yapmak için yaprakları topladım.
gül,1,çiçek türü (gül çiçeği),Kına gecesinde süsleme olarak güller kullanıldı.
gül,1,çiçek türü (gül çiçeği),Sıcağa rağmen bahçedeki güller solmamıştı.
gül,1,çiçek türü (gül çiçeği),Gül yapraklarıyla aromatik banyo hazırladım.
gül,1,çiçek türü (gül çiçeği),Piknik örtüsünün üzerine birkaç gül serpti.
gül,1,çiçek türü (gül çiçeği),Parkta rengarenk güller açmıştı.
gül,1,çiçek türü (gül çiçeği),Bahçe duvarına sarmaşıklar arasında güller tırmanıyordu.
gül,1,çiçek türü (gül çiçeği),Gül dükkanının vitrinine baktım.
gül,1,çiçek türü (gül çiçeği),Çayın içine birkaç gül yaprağı koydum.
gül,1,çiçek türü (gül çiçeği),Nostaljik evin önünde bir gül ağacı duruyordu.
gül,1,çiçek türü (gül çiçeği),Bahçenin kapısından sarkan güller güzeldi.
gül,1,çiçek türü (gül çiçeği),Ertesi gün için kurutulmuş gül yaprakları toplandı.
gül,1,çiçek türü (gül çiçeği),Düğün masasında beyaz güller yer aldı.
gül,1,çiçek türü (gül çiçeği),Her evin bahçesinde birkaç gül bulunur.
gül,1,çiçek türü (gül çiçeği),Gülsuyu yapmak için taze güller toplandı.
gül,1,çiçek türü (gül çiçeği),Yağmur sonrası ıslak güller daha canlı görünüyordu.
gül,1,çiçek türü (gül çiçeği),Fotoğrafçılar gül bahçesinde çekim yaptı.
gül,1,çiçek türü (gül çiçeği),Eski mektupların arasına bir gül sıkıştırdım.
gül,1,çiçek türü (gül çiçeği),Şiirde gül kelimesi aşkı simgeler.
gül,1,çiçek türü (gül çiçeği),Reçel kavanozlarının içine gül yaprakları eklendi.
gül,1,çiçek türü (gül çiçeği),Yolda karşılaştığım bahçıvan bana bir gül uzattı.
gül,1,çiçek türü (gül çiçeği),Romantik film sahnesinde gül yağmuru vardı.
gül,1,çiçek türü (gül çiçeği),Duvara asılı tabloda bir gül resmi asılıydı.
gül,1,çiçek türü (gül çiçeği),Odanın penceresinde minik bir gül saksısı vardı.
gül,1,çiçek türü (gül çiçeği),Bahçedeki yabani güller güzel kokuyordu.
gül,1,çiçek türü (gül çiçeği),Parktaki patikayı çerçeveleyen güller hoşuma gitti.
gül,1,çiçek türü (gül çiçeği),Mezarlık duvarının dibinde birkaç gül açmıştı.
gül,1,çiçek türü (gül çiçeği),Çoğu gül türünün ana vatanı Asya'dır.
gül,1,çiçek türü (gül çiçeği),"Çoğu gül türünde yapraklar 5 ila 15 santimetre (2,0 ila 5,9 in) boyunda, karşılıklı (3–) 5–9 (–13) yaprakçıklı ve yaprakçıklar genellikle tırtık kenarlı ve dalın alt tarafında birkaç küçük dikeni vardır."
gül,1,çiçek türü (gül çiçeği),Aynı zamanda dikenler de gül sınıfına aittir.
gül,1,çiçek türü (gül çiçeği),"Şairler, gül ile ilgili olarak çeşitli tasavvur ve hayallerde bulunmuşlardır."
gül,2,gülmek (kahkaha atmak),"Bedeli ölçülemeyecek ama en maliyetsiz eylem, gülmektir."
gül,2,gülmek (kahkaha atmak),İyi ki biriktirmişim gülüşlerini.
gül,2,gülmek (kahkaha atmak),Öyle bir gülüşü var ki kelebek görse ömrü uzar.
gül,2,gülmek (kahkaha atmak),Somurttuğun her an kendinden başka kimseyi cezalandırmazsın çünkü çaldığın sadece kendi gülüşlerindir.
gül,2,gülmek (kahkaha atmak),"Gülmek, dünyanın her yerinde aynı anlamı temsil eder."
gül,2,gülmek (kahkaha atmak),Hayata meydan okumanın en önemli silahıdır gülmek.
gül,2,gülmek (kahkaha atmak),"Gülüşümde yatan hüzünleri görebilene, kayıtsız ömrümü verirdim."
gül,2,gülmek (kahkaha atmak),"En acı yalnızlık, gündüzleri yankılanan gülmelerinin, geceleri ağlamaya yüz tutmasıdır."
gül,2,gülmek (kahkaha atmak),Gri bulutların dağılmasını beklemek neden? Bir gülüş değil mi gökkuşağını doğuran!
gül,2,gülmek (kahkaha atmak),Güldüğünde herkes güler. Sen ağladığında seninle ağlayanın var mı? Varsa zenginsin. Yoksa yoksul.
gül,2,gülmek (kahkaha atmak),"Gülüşünü esirgeme insanlardan, cömertliğini konuşsunlar dilden dile."
gül,2,gülmek (kahkaha atmak),İnsan mutluluktan gülmezmiş; güldüğü için mutlu olurmuş!
gül,2,gülmek (kahkaha atmak),Gülme iki insan arasındaki en kısa mesafedir.
gül,2,gülmek (kahkaha atmak),"Gülümseme, dudaklarınla yapabileceğin en iyi şeydir."
gül,2,gülmek (kahkaha atmak),Güzel bir gülüş karanlık bir eve giren güneş ışığına benzer.
gül,2,gülmek (kahkaha atmak),"Herkesin sizi sevmesini istiyorsanız, gülümseyiniz."
gül,2,gülmek (kahkaha atmak),Gülmeden ölmemek için mutluluğa kavuşmayı beklemeden gülünüz.
gül,2,gülmek (kahkaha atmak),"Bir anlık bir gülüş oldu bu, ânın içinde ruhlarımız birleşti."
gül,2,gülmek (kahkaha atmak),Ne zaman ilginç bir gülüş duysa hemen kaydediyordu.
gül,2,gülmek (kahkaha atmak),Bilirim ki hiçbir gülüş sonsuza kadar süremez.
gül,2,gülmek (kahkaha atmak),Mükemmel bir gülüş birçok kişinin hayali haline geldi.
gül,2,gülmek (kahkaha atmak),Güzel ve sağlıklı bir gülüş herkes tarafından arzu edilen bir durumdur.
gül,2,gülmek (kahkaha atmak),Gülmek en iyi doğal ilaçlardan biridir.
gül,2,gülmek (kahkaha atmak),Birlikte gülmek yapabileceğiniz en iyi şeylerden biridir.
gül,2,gülmek (kahkaha atmak),Onu gülerken görmeyeli uzun zaman olmuştu.
gül,2,gülmek (kahkaha atmak),İnsanlar gülerken genellikle birbirlerini öldürmezler.
gül,2,gülmek (kahkaha atmak),"Bu yüzden sadece o gülüyor, ben on yıldan beri gülmedim."
gül,2,gülmek (kahkaha atmak),"Biri bir sayı söylüyor, ardından herkes gülüyor."
gül,2,gülmek (kahkaha atmak),Şu an çok iyi hissediyordum ve yüzüm gülüyor.
gül,2,gülmek (kahkaha atmak),İçten bir kahkaha attı.
gül,2,gülmek (kahkaha atmak),Herkes kahkaha atıyor.
gül,2,gülmek (kahkaha atmak),Çok uzun zamandır öyle kahkaha atmamıştım.
gül,2,gülmek (kahkaha atmak),Bir öğretmen öğrencilerinin hatalarına asla gülmemeli.
gül,2,gülmek (kahkaha atmak),Diğerlerine gülmek kabalıktır.
gül,2,gülmek (kahkaha atmak),Yeni arkadaşlarınız yaptığınız bazı şeylere gülebilirler.
gül,2,gülmek (kahkaha atmak),Gülmeye karşı koyamadım.
gül,2,gülmek (kahkaha atmak),Onu gördüğümde gülmekten kendimi alamadım.
gül,2,gülmek (kahkaha atmak),Onun coşkulu gülüşü odayı aydınlatıyor ve orada bulunan herkese bulaşıyordu.
gül,2,gülmek (kahkaha atmak),Siz neden kıs kıs gülüyorsunuz?
gül,2,gülmek (kahkaha atmak),"Kayıp düştüm, insanlar kıs kıs güldü."
gül,2,gülmek (kahkaha atmak),"Akıllı ol, rakiplerini kıs kıs güldürme."
gül,2,gülmek (kahkaha atmak),O kadar komik görünüyordu ki gülmekten kendimi alamadım.
gül,2,gülmek (kahkaha atmak),"Ne yaparsan yap, sakın gülme!"
gül,2,gülmek (kahkaha atmak),Gülmekten öldü.
gül,2,gülmek (kahkaha atmak),Çok güzel gülüyordu.
gül,2,gülmek (kahkaha atmak),Yaptığı şakadan çok gülüşüne gülüyorduk.
gül,2,gülmek (kahkaha atmak),"O, gülmeyi çok severdi."
gül,2,gülmek (kahkaha atmak),"Fakat kapı sahiden çalınıp Yusuf içeri girince kalbi hem bir sukutu hayal, hem bir sevinçle burkuluyor, yüzü ağlamakla gülmek arasında bir ifade alıyordu."
gül,2,gülmek (kahkaha atmak),Gülmek sana çok yakışıyor.
gül,2,gülmek (kahkaha atmak),Sen gülünce ben mutlu oluyorum.
kaz,1,hayvan (ördek benzeri),Bahçemizde minik bir kaz var.
kaz,1,hayvan (ördek benzeri),Çiftlikte çok sayıda kaz bulunuyor.
kaz,1,hayvan (ördek benzeri),"Gölde yüzen kazlar, insana huzur veriyordu."
kaz,1,hayvan (ördek benzeri),Kazların göç etme zamanı geldi galiba.
kaz,1,hayvan (ördek benzeri),Kaz yumurtasının tadını hiç beğenmedim.
kaz,1,hayvan (ördek benzeri),Kaz eti oldukça lezzetlidir.
kaz,1,hayvan (ördek benzeri),Sabahları kazlar gölde gezinirken izliyoruz.
kaz,1,hayvan (ördek benzeri),Kazlar göç ederken gruplar halinde hareket ederler.
kaz,1,hayvan (ördek benzeri),O gölette pek çok kaz yaşar.
kaz,1,hayvan (ördek benzeri),"Küçük çocuk, göletteki kazları beslemek için yanlarında getirdikleri ekmekleri suya attı."
kaz,1,hayvan (ördek benzeri),"Tatil köyünde kaz sürüsünün sesleriyle uyandık, bu bizi her seferinde gülümsetiyordu."
kaz,1,hayvan (ördek benzeri),Kaz yumurtası pek çok kişi tarafından kahvaltıda tercih edilir.
kaz,1,hayvan (ördek benzeri),Kaz tüyleri yastık ve yorganlarda dolgu malzemesi olarak kullanılır.
kaz,1,hayvan (ördek benzeri),Göçmen kazlar her yıl binlerce kilometre yol alır.
kaz,1,hayvan (ördek benzeri),Sürü halindeki kazlar V şeklinde uçar.
kaz,1,hayvan (ördek benzeri),Kış aylarında kazların sıcak bölgelere göç ettiği bilinir.
kaz,1,hayvan (ördek benzeri),Kaz yavruları annelerinin peşinden göle yöneldi.
kaz,1,hayvan (ördek benzeri),Parktaki göle birkaç kaz bırakılmıştı.
kaz,1,hayvan (ördek benzeri),Kaz çiftliği tura açıldı ve ziyaretçiler büyük ilgi gösterdi.
kaz,1,hayvan (ördek benzeri),Göletteki kazların huzurlu görüntüsü nefes kesiyordu.
kaz,1,hayvan (ördek benzeri),Bazı kültürlerde kaz eti özel günlerde tüketilen bir lezzettir.
kaz,1,hayvan (ördek benzeri),Sabah sisli havada gölün üzerinde uçan kazlar muhteşem görünüyordu.
kaz,1,hayvan (ördek benzeri),Yavrularını koruyan kaz anası göl kenarında hareketsiz bekledi.
kaz,1,hayvan (ördek benzeri),Kazlar uykuya dalmadan önce suyu hafifçe çalkalar.
kaz,1,hayvan (ördek benzeri),Kışın gölde buz tutunca kazlar etrafta yiyecek aradı.
kaz,1,hayvan (ördek benzeri),Kaz sürüsünün izlerini kar üzerinde takip ettik.
kaz,1,hayvan (ördek benzeri),Güneşin doğuşunda göle yansıyan kaz siluetleri büyüleyiciydi.
kaz,1,hayvan (ördek benzeri),Nehir kenarındaki sazlık alanda birkaç kaz yuva yapmıştı.
kaz,1,hayvan (ördek benzeri),Kazların gagalarındaki sarı işaretler tanınmalarını kolaylaştırır.
kaz,1,hayvan (ördek benzeri),Kırmızı yanaklı kazlar genellikle serin iklim bölgelerinde yaşar.
kaz,1,hayvan (ördek benzeri),Bazı kuş gözlemcileri nadir kaz türlerini görmek için seyahat eder.
kaz,1,hayvan (ördek benzeri),Kaz popülasyonu son yıllarda av baskısı nedeniyle azalma eğiliminde.
kaz,1,hayvan (ördek benzeri),Göl kenarına bırakılan ekmekleri kazlar büyük bir iştahla yediler.
kaz,1,hayvan (ördek benzeri),Kaz sürüsünün göç rotası GPS cihazıyla takip edildi.
kaz,1,hayvan (ördek benzeri),Parktaki çocuklar kazların peşinden koştu.
kaz,1,hayvan (ördek benzeri),Gölde kaz avı yerel geleneklerde önemli bir yer tutar.
kaz,1,hayvan (ördek benzeri),Kaz av sezonu başladığında bölgeye sıkı kurallar getirildi.
kaz,1,hayvan (ördek benzeri),Yaban kazları tundra bölgelerinde yuva kurar.
kaz,1,hayvan (ördek benzeri),"Kaz yağı, geleneksel tıpta bazı hastalıkların tedavisinde kullanılır."
kaz,1,hayvan (ördek benzeri),Göç etmemiş bazı kazlar kış aylarında bile gölde kalmayı tercih eder.
kaz,1,hayvan (ördek benzeri),Kazların sosyal davranışları bilim insanlarının dikkatini çekti.
kaz,1,hayvan (ördek benzeri),Kazların kanat çırpması su yüzeyinde küçük dalgacıklar oluşturur.
kaz,1,hayvan (ördek benzeri),"Kaz sürüsü, gün batımında sessizce uçtu."
kaz,1,hayvan (ördek benzeri),Kaz yavrusunu kanatları altına alarak ısıttı.
kaz,1,hayvan (ördek benzeri),Kaz tüyünden şapka yapmak eskiden yaygın bir gelenekti.
kaz,1,hayvan (ördek benzeri),"Kaz sürüsü, bulundukları tarlada bıraktıkları izlerle çiftçinin yüzünü ekşitti."
kaz,1,hayvan (ördek benzeri),"Kuluçka dönemindeki kazlar, yumurtadan çıkınca anaç tarafından kabul edilir."
kaz,1,hayvan (ördek benzeri),"Sabah erkenden gölün kıyısına giden fotoğrafçılar, kaz sürüsünün şafak vakti uyanışını kaydetti."
kaz,1,hayvan (ördek benzeri),"Yuvadan yeni çıkan kaz yavruları, annelerinin kanatları altına doğru sürünerek ona eşlik etti."
kaz,1,hayvan (ördek benzeri),"Göç zamanı yaklaşırken, kaz sürüsü gökyüzünde düzenli V formasyonuyla süzüldü."
kaz,2,kazmak (toprağı kazmak),Çiftçi sabah erken saatlerde tarlayı kazdı.
kaz,2,kazmak (toprağı kazmak),Arkeologlar antik kenti ortaya çıkarmak için kazı yaptı.
kaz,2,kazmak (toprağı kazmak),İşçiler temelleri güçlendirmek amacıyla bahçedeki toprağı kazıyor.
kaz,2,kazmak (toprağı kazmak),Bahçe düzenlemesi için eski köklerin bulunduğu bölgeyi kazdım.
kaz,2,kazmak (toprağı kazmak),Kanal hattı döşemek için yolda geniş bir hendek kazdılar.
kaz,2,kazmak (toprağı kazmak),Tesisatlar için bahçe boyunca toprak altı kanalları kazıyorlar.
kaz,2,kazmak (toprağı kazmak),"Defineci iddiasına göre, eski mezarın olduğu yeri kazdılar."
kaz,2,kazmak (toprağı kazmak),Su hattı döşenecek yerleri işaretleyip kazıya başladık.
kaz,2,kazmak (toprağı kazmak),Yol kenarındaki hendekleri temizlemek için toprağı kazdılar.
kaz,2,kazmak (toprağı kazmak),Buz tutan toprağı kırıp tekrar kazdılar.
kaz,2,kazmak (toprağı kazmak),Kürekle bahçeyi tamamen kazıp dipten çimlerini söktük.
kaz,2,kazmak (toprağı kazmak),İlkbaharda çiçek dikmek için çiçek tarhını kazdılar.
kaz,2,kazmak (toprağı kazmak),Zemin etüdü için iş makinesi geniş bir çukur kazdı.
kaz,2,kazmak (toprağı kazmak),Parkta yeni bir havuz inşa edecekleri alanı kazıyorlar.
kaz,2,kazmak (toprağı kazmak),İş güvenliği nedeniyle önce stabilizasyon amaçlı çukurlar kazdılar.
kaz,2,kazmak (toprağı kazmak),Seracılık projesi için toprak örnekleri almak amacıyla kazı gerçekleştirdik.
kaz,2,kazmak (toprağı kazmak),Kanalizasyon hattında tıkanıklık olduğunda boru hattını çıkarmak için etrafı kazdılar.
kaz,2,kazmak (toprağı kazmak),Küçük bir el küreğiyle ağaç diplerindeki toprağı kazdım.
kaz,2,kazmak (toprağı kazmak),Elektrik kablo hattının döşenmesi için kaldırım kenarını kazıyorlar.
kaz,2,kazmak (toprağı kazmak),"Arkeolog ekibi, Roma dönemi kalıntılarını bulmak için antik tepeyi kazdı."
kaz,2,kazmak (toprağı kazmak),İnşaat için kazılan temel çukuru metrelerce derinliğe ulaştı.
kaz,2,kazmak (toprağı kazmak),Balık havuzu yapmak için bahçenin bir bölümünü kazdık.
kaz,2,kazmak (toprağı kazmak),Yabani otları sökmek için köklerini derinlemesine kazdı.
kaz,2,kazmak (toprağı kazmak),Çocuklarla beraber kum havuzunda küçük hendekler kazdık.
kaz,2,kazmak (toprağı kazmak),Ağaç dikimi öncesi çukurlar kazdık.
kaz,2,kazmak (toprağı kazmak),Yolda oluşan su birikintisini önlemek için çukuru kazdık.
kaz,2,kazmak (toprağı kazmak),Duvar örmek için temel çukuru kazdılar.
kaz,2,kazmak (toprağı kazmak),Su kuyusu açmak amacıyla köylüler gece boyunca kazdı.
kaz,2,kazmak (toprağı kazmak),Temizlik çalışmaları kapsamında tuvalet çukuru kazdılar.
kaz,2,kazmak (toprağı kazmak),Toprak dolgu sahasında yetersiz toprak yüzünden sık sık kazı yapılıyor.
kaz,2,kazmak (toprağı kazmak),Sit alanındaki kaçak kazı yapanları jandarma yakaladı.
kaz,2,kazmak (toprağı kazmak),Yol iyileştirme çalışmaları nedeniyle kaldırım kenarlarını yeniden kazdılar.
kaz,2,kazmak (toprağı kazmak),Tünel inşaatı için devasa bir çukur kazılması gerekiyor.
kaz,2,kazmak (toprağı kazmak),Bahçedeki eski havuzu yıkıp yerine yeni birini kazdık.
kaz,2,kazmak (toprağı kazmak),Duvar diplerine su izolasyonu yapmadan önce kazarak drenaj hattı oluşturduk.
kaz,2,kazmak (toprağı kazmak),Rüzgâr türbini temeli için beton dökülecek çukuru kazıyorlar.
kaz,2,kazmak (toprağı kazmak),"Fosil avcısı, kayaların altındaki sedimentleri dikkatlice kazdı."
kaz,2,kazmak (toprağı kazmak),Hazine avlamak için tenis topuna benzeyen toprağı kazdı.
kaz,2,kazmak (toprağı kazmak),Yeni döşenecek boru hattı için şantiye alanını kazdılar.
kaz,2,kazmak (toprağı kazmak),Ağaç kökleri boru hattını tıkayınca etrafı yeniden kazdılar.
kaz,2,kazmak (toprağı kazmak),Bahçe peyzajı sırasında yollar için çakıl tabakası altını kazdık.
kaz,2,kazmak (toprağı kazmak),Tabelanın direğini yerleştirmek için toprağı kazdılar.
kaz,2,kazmak (toprağı kazmak),Göl kenarındaki bataklığı kurutmak için hendekler kazıldı.
kaz,2,kazmak (toprağı kazmak),Kör kuyu kazma işine başlamadan önce izin aldılar.
kaz,2,kazmak (toprağı kazmak),"Vazgeçilen projedeki çukurlar hâlâ göze batıyor, tekrar kazılacak."
kaz,2,kazmak (toprağı kazmak),Kır evinin temelinden önce çevresini kazıp düzeltmeliyiz.
kaz,2,kazmak (toprağı kazmak),Arıtma tesisi boru hattı bağlantıları için derin çukurlar açıldı ve kazıldı.
kaz,2,kazmak (toprağı kazmak),Çiftlik havzasını genişletmek için eski gölet tabanını kazdılar.
kaz,2,kazmak (toprağı kazmak),Kış boyunca donan toprağı kazarak bahçe işlerine hazırlık yaptılar.
kaz,2,kazmak (toprağı kazmak),Yeni peyzaj tasarımı için çapa yardımıyla çalıların çevresini kazdılar.
kır,1,arazi (kır alanı),"Köyün hemen yanı başındaki kır, papatyalarla kaplanmıştı."
kır,1,arazi (kır alanı),Yürüyüşe çıktığımızda kır yolları bizi sapsarı ayçiçeği tarlalarına götürdü.
kır,1,arazi (kır alanı),Piknik yapmak için sevdiklerimle kır kenarına indim.
kır,1,arazi (kır alanı),"Sabah sisinin içinden süzülen güneş, kır çiçeklerini aydınlattı."
kır,1,arazi (kır alanı),Çocukluğumun yazları kırda oyunlar oynayarak geçerdi.
kır,1,arazi (kır alanı),Akşamüstü kır bankında oturup manzarayı izledik.
kır,1,arazi (kır alanı),Şehir gürültüsünden kaçıp kır havası solumak iyi geliyor.
kır,1,arazi (kır alanı),"Fotoğrafçı, kır papatyalarının arasında mükemmel kareler yakaladı."
kır,1,arazi (kır alanı),Gelincikler kırın kırmızı halısı gibiydi.
kır,1,arazi (kır alanı),Yaz boyunca kır evinde kalmayı hayal ediyorum.
kır,1,arazi (kır alanı),"Atlarıyla yarışan adamlar, kırın tozlu yollarında nefes nefese kaldı."
kır,1,arazi (kır alanı),"Küçük bir dere, kırın tam ortasından akıp geçiyordu."
kır,1,arazi (kır alanı),"Yıllardır bakılmayan kır, yabani otlarla dolmuştu."
kır,1,arazi (kır alanı),"Köylüler, bereket için kışın kır tarlasını sürdüler."
kır,1,arazi (kır alanı),Sabah kuş sesleriyle uyanmak için kır evi arıyorum.
kır,1,arazi (kır alanı),Yağmur sonrası kır yolları çamurla kaplandı.
kır,1,arazi (kır alanı),Bisikletle kır turu yaparken manzara beni büyüledi.
kır,1,arazi (kır alanı),Piknik sepetimizi kır yamacına indirdik.
kır,1,arazi (kır alanı),"Köpek, sahibini kırın derinliklerine sürükleyerek uzaklaştı."
kır,1,arazi (kır alanı),Kış aylarında kır yolları sessizliğe bürünürdü.
kır,1,arazi (kır alanı),Yaban arıları yuvalarını kır kenarındaki kavukta kurmuştu.
kır,1,arazi (kır alanı),Sevgilimle kırın uçsuz bucaksız yeşilliğinde yürüdük.
kır,1,arazi (kır alanı),"Gökyüzünde süzülen kartallar, kırın simgesi gibiydi."
kır,1,arazi (kır alanı),Kır çiçeklerini toplamak yasak olduğu halde dayanamayıp topladım.
kır,1,arazi (kır alanı),"Yaz etkinlikleri için belediye, kır amphitheatrosunda konser düzenledi."
kır,1,arazi (kır alanı),"Çoban, sürüsünü kırın tepesine doğru yönlendirdi."
kır,1,arazi (kır alanı),"Rüzgâr, kır çayırlarını hafifçe dalgalandırarak geçti."
kır,1,arazi (kır alanı),"Kır pazarı, her cumartesi kır yoluyla şehre geliyor."
kır,1,arazi (kır alanı),"Göl kenarındaki kır yolu, günbatımında adeta altın rengine büründü."
kır,1,arazi (kır alanı),Kırın muhitinde yayla havası sunuyordu.
kır,1,arazi (kır alanı),Düğün fotoğrafları için kır alanı tercih edildi.
kır,1,arazi (kır alanı),İlkbaharda kırda açan laleler büyüleyiciydi.
kır,1,arazi (kır alanı),Yaz mevsiminde kır akşamları ayrı bir serinlik sunar.
kır,1,arazi (kır alanı),Kamp malzemelerini kır çadırına kurduk.
kır,1,arazi (kır alanı),Balık tutmak için kırın kenarındaki gölete gittik.
kır,1,arazi (kır alanı),Tavşanlar kırdan topladıkları otları yiyordu.
kır,1,arazi (kır alanı),Dağ bisikleti yarışının rotası kır vadisinden geçti.
kır,1,arazi (kır alanı),Fener yakarak kırda kamp ateşi etrafında toplandık.
kır,1,arazi (kır alanı),Kır piknik masaları rengarenk boyanmıştı.
